,title,year,activity,agent
3609,"Dad Rudd, M.P.",1940,Key cast:,Bert Bailey
3610,"Dad Rudd, M.P.",1940,Key cast:,Connie Martyn
3611,"Dad Rudd, M.P.",1940,Key cast:,Yvonne East
3612,"Dad Rudd, M.P.",1940,Key cast:,Fred MacDonald
3613,"Dad Rudd, M.P.",1940,Key cast:,Ossie Wenban
3614,"Dad Rudd, M.P.",1940,Key cast:,Valarie Scanlan
3615,"Dad Rudd, M.P.",1940,Key cast:,Alec Kellaway
3616,"Dad Rudd, M.P.",1940,Key cast:,Frank Harvey
3617,"Dad Rudd, M.P.",1940,Key cast:,Grant Taylor
3618,"Dad Rudd, M.P.",1940,Key cast:,Jean Robertson
3619,"Dad Rudd, M.P.",1940,Key cast:,Barbara Weekes
3620,"Dad Rudd, M.P.",1940,Key cast:,Ronald Whelan
3621,"Dad Rudd, M.P.",1940,Key cast:,Lettie Crayden
3622,"Dad Rudd, M.P.",1940,Key cast:,Marshall Crosby
3623,"Dad Rudd, M.P.",1940,Key cast:,Joe Valli
3624,"Dad Rudd, M.P.",1940,Key cast:,Field Fisher
3625,"Dad Rudd, M.P.",1940,Key cast:,Billy Stewart
3626,"Dad Rudd, M.P.",1940,Key cast:,Natalie Raine
3627,"Dad Rudd, M.P.",1940,Key cast:,Lorna Westbrook
3628,"Dad Rudd, M.P.",1940,Key cast:,Leo Gordon
3629,"Dad Rudd, M.P.",1940,Director/s:,Ken G. Hall
3630,"Dad Rudd, M.P.",1940,Producer/s:,Ken G. Hall
3631,Dags,1997,Key cast:,Tanya Bulmer
3632,Dags,1997,Key cast:,David Callan
3633,Dags,1997,Key cast:,Daniel Cordeaux
3634,Dags,1997,Key cast:,Sheena Crouch
3635,Dags,1997,Key cast:,Penny Cooper
3636,Dags,1997,Key cast:,Rebecca De Unamuno
3637,Dags,1997,Key cast:,Paula Arundell
3638,Dags,1997,Key cast:,Brian Roberts
3639,Dags,1997,Key cast:,Sam Makhoul
3640,Dags,1997,Key cast:,Angus Sampson
3641,Dags,1997,Key cast:,Murray Fahey
3642,Dags,1997,Key cast:,Peter Callan
3643,Dags,1997,Key cast:,Lyn Pierse
3644,Dags,1997,Key cast:,Frank Garfield
3645,Dags,1997,Key cast:,Annie Davis-McCubbin
3646,Dags,1997,Key cast:,Lucinda Armour
3647,Dags,1997,Key cast:,Charlie Little
3648,Dags,1997,Director/s:,Murray Fahey
3649,Dags,1997,Producer/s:,Murray Fahey
3650,Daisy and Simon,1988,Key cast:,Jan Adele
3651,Daisy and Simon,1988,Key cast:,Sean Scully
3652,Daisy and Simon,1988,Key cast:,Colin McEwan
3653,Daisy and Simon,1988,Key cast:,Leith Taylor
3654,Daisy and Simon,1988,Key cast:,Shaunna O'Grady
3655,Daisy and Simon,1988,Key cast:,Elizabeth Caiacob
3656,Daisy and Simon,1988,Key cast:,Tony Wager
3657,Daisy and Simon,1988,Key cast:,Peter Taylor
3658,Daisy and Simon,1988,Director/s:,Stasch Radwanski Jr.
3659,Daisy and Simon,1988,Producer/s:,Pamela Borain
3660,Daisy and Simon,1988,Producer/s:,Paul Barron
3661,Daisy and Simon,1988,Producer/s:,Elizabeth Caiacob
3662,Dallas Doll,1994,Key cast:,Sandra Bernhard
3663,Dallas Doll,1994,Key cast:,Victoria Longley
3664,Dallas Doll,1994,Key cast:,Frank Gallacher
3665,Dallas Doll,1994,Key cast:,Jake Blundell
3666,Dallas Doll,1994,Key cast:,Rose Byrne
3667,Dallas Doll,1994,Key cast:,Douglas Hedge
3668,Dallas Doll,1994,Key cast:,Jonathan Leahy
3669,Dallas Doll,1994,Key cast:,Melissa Thomas
3670,Dallas Doll,1994,Key cast:,Elaine Lee
3671,Dallas Doll,1994,Key cast:,Alethea McGrath
3672,Dallas Doll,1994,Key cast:,Roy Billing
3673,Dallas Doll,1994,Key cast:,Sally Cahill
3674,Dallas Doll,1994,Key cast:,John Hinde
3675,Dallas Doll,1994,Key cast:,Luke Carroll
3676,Dallas Doll,1994,Key cast:,David Ngoombujarra
3677,Dallas Doll,1994,Key cast:,Ken Senga
3678,Dallas Doll,1994,Key cast:,Kuni Hashimoto
3679,Dallas Doll,1994,Key cast:,Celia Ireland
3680,Dallas Doll,1994,Director/s:,Ann Turner
3681,Dallas Doll,1994,Producer/s:,Ross Matthews
3682,Dallas Doll,1994,Producer/s:,Ann Turner
3683,Dallas Doll,1994,Producer/s:,Tatiana Kennedy
3684,Dalmas,1973,Key cast:,Peter Whittle
3685,Dalmas,1973,Key cast:,Peter Cummins
3686,Dalmas,1973,Key cast:,Max Gillies
3687,Dalmas,1973,Key cast:,John Duigan
3688,Dalmas,1973,Key cast:,Roger Ward
3689,Dalmas,1973,Director/s:,Bert Deling
3690,Dalmas,1973,Producer/s:,
3691,Dance me to my Song,1998,Key cast:,Heather Rose
3692,Dance me to my Song,1998,Key cast:,Jo Kennedy
3693,Dance me to my Song,1998,Key cast:,John Brumpton
3694,Dance me to my Song,1998,Key cast:,Rena Owen
3695,Dance me to my Song,1998,Key cast:,Carmel Johnson
3696,Dance me to my Song,1998,Director/s:,Rolf de Heer
3697,Dance me to my Song,1998,Producer/s:,Rolf de Heer
3698,Dance me to my Song,1998,Producer/s:,Giuseppe Pedersoli
3699,Dance me to my Song,1998,Producer/s:,Domenico Procacci
3700,Dangerous Game,1988,Key cast:,Miles Buchanan
3701,Dangerous Game,1988,Key cast:,Marcus Graham
3702,Dangerous Game,1988,Key cast:,Steven Grives
3703,Dangerous Game,1988,Key cast:,Sandie Lillingston
3704,Dangerous Game,1988,Key cast:,Kathryn Walker
3705,Dangerous Game,1988,Key cast:,John Polson
3706,Dangerous Game,1988,Key cast:,Max Meldrum
3707,Dangerous Game,1988,Key cast:,Robbie McGregor
3708,Dangerous Game,1988,Director/s:,Stephen Hopkins
3709,Dangerous Game,1988,Producer/s:,Judith West
3710,Dangerous Game,1988,Producer/s:,Basil Appleby
3711,A Dangerous Summer,1981,Key cast:,Tom Skerritt
3712,A Dangerous Summer,1981,Key cast:,Ian Gilmour
3713,A Dangerous Summer,1981,Key cast:,James Mason
3714,A Dangerous Summer,1981,Key cast:,Wendy Hughes
3715,A Dangerous Summer,1981,Key cast:,Ray Barrett
3716,A Dangerous Summer,1981,Key cast:,Kim Deacon
3717,A Dangerous Summer,1981,Key cast:,Guy Doleman
3718,A Dangerous Summer,1981,Key cast:,Shane Porteous
3719,A Dangerous Summer,1981,Key cast:,Ronald Falk
3720,A Dangerous Summer,1981,Key cast:,Norman Kaye
3721,A Dangerous Summer,1981,Key cast:,Martin Harris
3722,A Dangerous Summer,1981,Key cast:,Lyn Collingwood
3723,A Dangerous Summer,1981,Director/s:,Quentin Masters
3724,A Dangerous Summer,1981,Producer/s:,Jim McElroy
3725,Dark Age,1987,Key cast:,John Jarratt
3726,Dark Age,1987,Key cast:,Nikki Coghill
3727,Dark Age,1987,Key cast:,Max Phipps
3728,Dark Age,1987,Key cast:,Burnam Burnam
3729,Dark Age,1987,Key cast:,David Gulpilil
3730,Dark Age,1987,Key cast:,Ray Meagher
3731,Dark Age,1987,Key cast:,Jeff Ashby
3732,Dark Age,1987,Key cast:,Paul Bertram
3733,Dark Age,1987,Key cast:,Ron Blanchard
3734,Dark Age,1987,Key cast:,Gerry Duggan
3735,Dark Age,1987,Key cast:,James Fitzgerald
3736,Dark Age,1987,Key cast:,Ken Radley
3737,Dark Age,1987,Key cast:,Jan Kingsbury
3738,Dark Age,1987,Director/s:,Arch Nicholson
3739,Dark Age,1987,Producer/s:,Basil Appleby
3740,Dark City,1997,Key cast:,Rufus Sewell
3741,Dark City,1997,Key cast:,Kiefer Sutherland
3742,Dark City,1997,Key cast:,Jennifer Connelly
3743,Dark City,1997,Key cast:,Richard O'Brien
3744,Dark City,1997,Key cast:,Ian Richardson
3745,Dark City,1997,Key cast:,William Hurt
3746,Dark City,1997,Key cast:,Colin Friels
3747,Dark City,1997,Key cast:,Mitchell Butel
3748,Dark City,1997,Key cast:,Frank Gallacher
3749,Dark City,1997,Key cast:,Bruce Spence
3750,Dark City,1997,Key cast:,Melissa George
3751,Dark City,1997,Key cast:,John Bluthal
3752,Dark City,1997,Key cast:,Ritchie Singer
3753,Dark City,1997,Key cast:,Justin Monjo
3754,Dark City,1997,Key cast:,Nicholas Bell
3755,Dark City,1997,Key cast:,Satya Gumbert
3756,Dark City,1997,Key cast:,Noah Gumbert
3757,Dark City,1997,Key cast:,Frederick Miragliotta
3758,Dark City,1997,Key cast:,Peter Sommerfield
3759,Dark City,1997,Key cast:,Timothy Jones
3760,Dark City,1997,Key cast:,Jeanette Cronin
3761,Dark City,1997,Key cast:,Paul Livingston
3762,Dark City,1997,Key cast:,Michael Lake
3763,Dark City,1997,Key cast:,David Wenham
3764,Dark City,1997,Key cast:,Alan Cinis
3765,Dark City,1997,Key cast:,Bill Highfield
3766,Dark City,1997,Key cast:,Terry Bader
3767,Dark City,1997,Key cast:,Rosemary Traynor
3768,Dark City,1997,Key cast:,Maureen O'Shaughnessy
3769,Dark City,1997,Director/s:,Alex Proyas
3770,Dark City,1997,Producer/s:,Andrew Mason
3771,Dark City,1997,Producer/s:,Alex Proyas
3772,Dating the Enemy,1996,Key cast:,Claudia Karvan
3773,Dating the Enemy,1996,Key cast:,Guy Pearce
3774,Dating the Enemy,1996,Key cast:,Lisa Hensley
3775,Dating the Enemy,1996,Key cast:,John Howard
3776,Dating the Enemy,1996,Key cast:,Scott Lowe
3777,Dating the Enemy,1996,Key cast:,Pippa Grandison
3778,Dating the Enemy,1996,Key cast:,Christopher Morsley
3779,Dating the Enemy,1996,Key cast:,Heidi Lapaine
3780,Dating the Enemy,1996,Key cast:,Christine Anu
3781,Dating the Enemy,1996,Key cast:,Arthur Dignam
3782,Dating the Enemy,1996,Key cast:,Morna Seres
3783,Dating the Enemy,1996,Key cast:,Will Usic
3784,Dating the Enemy,1996,Key cast:,Vanessa Stuart
3785,Dating the Enemy,1996,Key cast:,Anja Coleby
3786,Dating the Enemy,1996,Key cast:,Robert O'Neill
3787,Dating the Enemy,1996,Key cast:,Barry Latchford
3788,Dating the Enemy,1996,Key cast:,Jan Oxenbould
3789,Dating the Enemy,1996,Key cast:,Robert Giltinan
3790,Dating the Enemy,1996,Director/s:,Megan Simpson Huberman
3791,Dating the Enemy,1996,Producer/s:,Sue Milliken
3792,David Williamson Compulsive Playwright,1986,Key cast:,David Williamson
3793,David Williamson Compulsive Playwright,1986,Director/s:,Ian Walker
3794,David Williamson Compulsive Playwright,1986,Producer/s:,Malcolm Otton
3795,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Gia Carides
3796,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Anthony LaPaglia
3797,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Zoë Carides
3798,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Ray Barrett
3799,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Catherine Wilkin
3800,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Neil Melville
3801,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Michael Veitch
3802,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Jennifer Jarman Walker
3803,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Grant Tilly
3804,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Beverley Dunn
3805,David Williamson&#039;s Brilliant Lies,1996,Key cast:,Lisa Aldenhoven
3806,David Williamson&#039;s Brilliant Lies,1996,Director/s:,Richard Franklin
3807,David Williamson&#039;s Brilliant Lies,1996,Producer/s:,Richard Franklin
3808,David Williamson&#039;s Brilliant Lies,1996,Producer/s:,Sue Farrelly
3809,David Williamson&#039;s the Club,1980,Key cast:,Jack Thompson
3810,David Williamson&#039;s the Club,1980,Key cast:,Harold Hopkins
3811,David Williamson&#039;s the Club,1980,Key cast:,Graham Kennedy
3812,David Williamson&#039;s the Club,1980,Key cast:,John Howard
3813,David Williamson&#039;s the Club,1980,Key cast:,Frank Wilson
3814,David Williamson&#039;s the Club,1980,Key cast:,Alan Cassell
3815,David Williamson&#039;s the Club,1980,Key cast:,Maggie Doyle
3816,David Williamson&#039;s the Club,1980,Key cast:,Lou Richards
3817,David Williamson&#039;s the Club,1980,Key cast:,Toni-Gay Shaw
3818,David Williamson&#039;s the Club,1980,Director/s:,Bruce Beresford
3819,David Williamson&#039;s the Club,1980,Producer/s:,Matt Carroll
3820,David Williamson&#039;s The Perfectionist,1985,Key cast:,Jacki Weaver
3821,David Williamson&#039;s The Perfectionist,1985,Key cast:,John Waters
3822,David Williamson&#039;s The Perfectionist,1985,Key cast:,Noel Ferrier
3823,David Williamson&#039;s The Perfectionist,1985,Key cast:,Steven Vidler
3824,David Williamson&#039;s The Perfectionist,1985,Key cast:,Kate Fitzpatrick
3825,David Williamson&#039;s The Perfectionist,1985,Key cast:,Jennifer Claire
3826,David Williamson&#039;s The Perfectionist,1985,Key cast:,Linda Cropper
3827,David Williamson&#039;s The Perfectionist,1985,Key cast:,Maggie Dence
3828,David Williamson&#039;s The Perfectionist,1985,Key cast:,Adam Willits
3829,David Williamson&#039;s The Perfectionist,1985,Key cast:,Shane Tickner
3830,David Williamson&#039;s The Perfectionist,1985,Key cast:,Elliot Jurd
3831,David Williamson&#039;s The Perfectionist,1985,Key cast:,Steve Jacobs
3832,David Williamson&#039;s The Perfectionist,1985,Key cast:,Tessa Mallos
3833,David Williamson&#039;s The Perfectionist,1985,Key cast:,Julie Godfrey
3834,David Williamson&#039;s The Perfectionist,1985,Director/s:,Chris Thomson
3835,David Williamson&#039;s The Perfectionist,1985,Producer/s:,Patricia Lovell
3836,Dawn!,1978,Key cast:,Ron Haddrick
3837,Dawn!,1978,Key cast:,Bunney Brooke
3838,Dawn!,1978,Key cast:,Tom Richards
3839,Dawn!,1978,Key cast:,John Diedrich
3840,Dawn!,1978,Key cast:,Gabrielle Hartley
3841,Dawn!,1978,Key cast:,Bronwyn Mackay-Payne
3842,Dawn!,1978,Key cast:,Ivar Kants
3843,Dawn!,1978,Key cast:,David Cameron
3844,Dawn!,1978,Key cast:,Kevin Wilson
3845,Dawn!,1978,Key cast:,Lyndall Barbour
3846,Dawn!,1978,Key cast:,John Clayton
3847,Dawn!,1978,Key cast:,Go Mikami
3848,Dawn!,1978,Key cast:,Judith Fisher
3849,Dawn!,1978,Key cast:,Reg Gillam
3850,Dawn!,1978,Key cast:,Wayne Anthony
3851,Dawn!,1978,Key cast:,Audine Leith
3852,Dawn!,1978,Key cast:,Don Barker
3853,Dawn!,1978,Key cast:,Margaret Gerard
3854,Dawn!,1978,Director/s:,Ken Hannam
3855,Dawn!,1978,Producer/s:,Joy Cavill
3856,Day of the Panther,1987,Key cast:,Edward John Stazak
3857,Day of the Panther,1987,Key cast:,John Stanton
3858,Day of the Panther,1987,Key cast:,Jim Richards
3859,Day of the Panther,1987,Key cast:,Michael Carman
3860,Day of the Panther,1987,Key cast:,Zale Daniel
3861,Day of the Panther,1987,Key cast:,Matthew Quartermaine
3862,Day of the Panther,1987,Key cast:,Paris Jefferson
3863,Day of the Panther,1987,Key cast:,Linda Megier
3864,Day of the Panther,1987,Key cast:,Brian Fitzsimmons
3865,Day of the Panther,1987,Key cast:,Denis Broad
3866,Day of the Panther,1987,Director/s:,Brian Trenchard Smith
3867,Day of the Panther,1987,Producer/s:,Damien Parer (son)
3868,Daydream Believer,1991,Key cast:,Miranda Otto
3869,Daydream Believer,1991,Key cast:,Martin Kemp
3870,Daydream Believer,1991,Key cast:,Gia Carides
3871,Daydream Believer,1991,Key cast:,Anne Looby
3872,Daydream Believer,1991,Key cast:,Bruce Venables
3873,Daydream Believer,1991,Key cast:,Peter Hehir
3874,Daydream Believer,1991,Key cast:,Alister Smart
3875,Daydream Believer,1991,Key cast:,Jamie Jackson
3876,Daydream Believer,1991,Key cast:,Geoff Morrell
3877,Daydream Believer,1991,Key cast:,Kerry Walker
3878,Daydream Believer,1991,Key cast:,George Whaley
3879,Daydream Believer,1991,Key cast:,Les Foxcroft
3880,Daydream Believer,1991,Key cast:,Katy Edwards
3881,Daydream Believer,1991,Key cast:,Russell Kiefel
3882,Daydream Believer,1991,Key cast:,Keith Robinson
3883,Daydream Believer,1991,Key cast:,Brian Blain
3884,Daydream Believer,1991,Key cast:,Howard Vernon
3885,Daydream Believer,1991,Director/s:,Kathy Mueller
3886,Daydream Believer,1991,Producer/s:,Ben Gannon
3887,Dead Calm,1989,Key cast:,Sam Neill
3888,Dead Calm,1989,Key cast:,Nicole Kidman
3889,Dead Calm,1989,Key cast:,Billy Zane
3890,Dead Calm,1989,Key cast:,Rod Mullinar
3891,Dead Calm,1989,Key cast:,Joshua Tilden
3892,Dead Calm,1989,Key cast:,George Shevtsov
3893,Dead Calm,1989,Key cast:,Michael Long
3894,Dead Calm,1989,Key cast:,Paula Hudson-Brinkley
3895,Dead Calm,1989,Key cast:,Malinda Rutter
3896,Dead Calm,1989,Director/s:,Phillip Noyce
3897,Dead Calm,1989,Producer/s:,Terry Hayes
3898,Dead Calm,1989,Producer/s:,Doug Mitchell
3899,Dead Calm,1989,Producer/s:,George Miller (Dr.)
3900,Dead Easy,1970,Key cast:,Peter Carmody
3901,Dead Easy,1970,Key cast:,Kurt Beimel
3902,Dead Easy,1970,Key cast:,Anna Raknes
3903,Dead Easy,1970,Key cast:,Peter Cummins
3904,Dead Easy,1970,Key cast:,David Carr
3905,Dead Easy,1970,Key cast:,Martin Phelan
3906,Dead Easy,1970,Key cast:,Brian Davies
3907,Dead Easy,1970,Key cast:,Bruce Spence
3908,Dead Easy,1970,Key cast:,Shirley Carr
3909,Dead Easy,1970,Key cast:,Alan Finney
3910,Dead Easy,1970,Director/s:,Nigel Buesst
3911,Dead Easy,1970,Producer/s:,Nigel Buesst
3912,Dead Easy. (1982),1982,Key cast:,Scott Burgess
3913,Dead Easy. (1982),1982,Key cast:,Rosemary Paul
3914,Dead Easy. (1982),1982,Key cast:,Tim McKenzie
3915,Dead Easy. (1982),1982,Key cast:,Max Phipps
3916,Dead Easy. (1982),1982,Key cast:,Tony Barry
3917,Dead Easy. (1982),1982,Key cast:,Jack O'Leary
3918,Dead Easy. (1982),1982,Key cast:,Joe Martin
3919,Dead Easy. (1982),1982,Key cast:,Barney Combes
3920,Dead Easy. (1982),1982,Key cast:,Robert Noble
3921,Dead Easy. (1982),1982,Key cast:,Helen Hampton
3922,Dead Easy. (1982),1982,Key cast:,Steve Fyfield
3923,Dead Easy. (1982),1982,Key cast:,Sandy Gore
3924,Dead Easy. (1982),1982,Key cast:,Rosemary Butcher
3925,Dead Easy. (1982),1982,Key cast:,David Conley
3926,Dead Easy. (1982),1982,Key cast:,David Bracks
3927,Dead Easy. (1982),1982,Key cast:,Carlotta
3928,Dead Easy. (1982),1982,Director/s:,Bert Deling
3929,Dead Easy. (1982),1982,Producer/s:,John Weiley
3930,Dead End,1998,Key cast:,William Snow
3931,Dead End,1998,Key cast:,Victoria Hill
3932,Dead End,1998,Key cast:,Matthew Dyktynski
3933,Dead End,1998,Key cast:,Peter Hardy
3934,Dead End,1998,Key cast:,Michael Edward-Stevens
3935,Dead End,1998,Key cast:,Terry Kenwrick
3936,Dead End,1998,Key cast:,Max Fairchild
3937,Dead End,1998,Key cast:,Tess Masters
3938,Dead End,1998,Key cast:,Natalie Bate
3939,Dead End,1998,Key cast:,Gary Files
3940,Dead End,1998,Key cast:,Joseph Spano
3941,Dead End,1998,Key cast:,Regina Gaigalas
3942,Dead End,1998,Key cast:,Jacqui Kelleher
3943,Dead End,1998,Key cast:,Kenneth Ransom
3944,Dead End,1998,Key cast:,Esme Melville
3945,Dead End,1998,Key cast:,Margaret Ricketts
3946,Dead End,1998,Key cast:,Randall Berger
3947,Dead End,1998,Key cast:,Wendy Strehlow
3948,Dead End,1998,Key cast:,Margaret Mills
3949,Dead End,1998,Director/s:,Iren Koster
3950,Dead End,1998,Producer/s:,David Teitelbaum
3951,Dead End,1998,Producer/s:,Salik Silverstein
3952,Dead Heart,1996,Key cast:,Bryan Brown
3953,Dead Heart,1996,Key cast:,Ernie Dingo
3954,Dead Heart,1996,Key cast:,Angie Milliken
3955,Dead Heart,1996,Key cast:,Gnarnayarrahe Waitaire
3956,Dead Heart,1996,Key cast:,Aaron Pedersen
3957,Dead Heart,1996,Key cast:,John Jarratt
3958,Dead Heart,1996,Key cast:,Anne Tenney
3959,Dead Heart,1996,Key cast:,Lewis Fitz-gerald
3960,Dead Heart,1996,Key cast:,Lafe Charlton
3961,Dead Heart,1996,Key cast:,David Gulpilil
3962,Dead Heart,1996,Key cast:,Billy McPherson
3963,Dead Heart,1996,Key cast:,Peter Francis
3964,Dead Heart,1996,Key cast:,Djunawong Stanley Mirindo
3965,Dead Heart,1996,Key cast:,Berynn Schwerdt
3966,Dead Heart,1996,Key cast:,Steve Rodgers
3967,Dead Heart,1996,Key cast:,Marshall Napier
3968,Dead Heart,1996,Key cast:,Robert Faggetter
3969,Dead Heart,1996,Key cast:,Wesley Patten
3970,Dead Heart,1996,Director/s:,Nick Parsons
3971,Dead Heart,1996,Producer/s:,Bryan Brown
3972,Dead Heart,1996,Producer/s:,Helen Watts
3973,Dead Letter Office,1998,Key cast:,Miranda Otto
3974,Dead Letter Office,1998,Key cast:,George DelHoyo
3975,Dead Letter Office,1998,Key cast:,Nicholas Bell
3976,Dead Letter Office,1998,Key cast:,Georgina Naidu
3977,Dead Letter Office,1998,Key cast:,Syd Brisbane
3978,Dead Letter Office,1998,Key cast:,Mark Wilson
3979,Dead Letter Office,1998,Key cast:,Jane Hall
3980,Dead Letter Office,1998,Key cast:,Jillian O'Dowd
3981,Dead Letter Office,1998,Key cast:,Alethea McGrath
3982,Dead Letter Office,1998,Key cast:,Gullermina Ulloa
3983,Dead Letter Office,1998,Key cast:,Franko Milostnik
3984,Dead Letter Office,1998,Key cast:,Vanessa Steele
3985,Dead Letter Office,1998,Key cast:,Barry Otto
3986,Dead Letter Office,1998,Director/s:,John Ruane
3987,Dead Letter Office,1998,Producer/s:,Denise Patience
3988,Dead Sleep,1990,Key cast:,Linda Blair
3989,Dead Sleep,1990,Key cast:,Tony Bonner
3990,Dead Sleep,1990,Key cast:,Andrew Booth
3991,Dead Sleep,1990,Key cast:,Christine Amor
3992,Dead Sleep,1990,Key cast:,Suzie MacKenzie
3993,Dead Sleep,1990,Key cast:,Sueyan Cox
3994,Dead Sleep,1990,Key cast:,Craig Cronin
3995,Dead Sleep,1990,Key cast:,Brian Moll
3996,Dead Sleep,1990,Key cast:,Vassy Cotsopoulos
3997,Dead Sleep,1990,Key cast:,Peta Downes
3998,Dead Sleep,1990,Key cast:,Alan Edwards
3999,Dead Sleep,1990,Key cast:,Pam Byde
4000,Dead Sleep,1990,Key cast:,Slim de Grey
4001,Dead Sleep,1990,Director/s:,Alec Mills
4002,Dead Sleep,1990,Producer/s:,Stanley O'Toole
4003,Dead-End Drive-in,1986,Key cast:,Ned Manning
4004,Dead-End Drive-in,1986,Key cast:,Natalie McCurry
4005,Dead-End Drive-in,1986,Key cast:,Peter Whitford
4006,Dead-End Drive-in,1986,Key cast:,Dave Gibson
4007,Dead-End Drive-in,1986,Key cast:,Sandie Lillingston
4008,Dead-End Drive-in,1986,Key cast:,Ollie Hall
4009,Dead-End Drive-in,1986,Key cast:,Wilbur Wilde
4010,Dead-End Drive-in,1986,Key cast:,Lyn Collingwood
4011,Dead-End Drive-in,1986,Key cast:,Nikki McWaters
4012,Dead-End Drive-in,1986,Key cast:,Melissa Davis
4013,Dead-End Drive-in,1986,Key cast:,Margi di Ferranti
4014,Dead-End Drive-in,1986,Key cast:,Desiree Smith
4015,Dead-End Drive-in,1986,Key cast:,Murray Fahey
4016,Dead-End Drive-in,1986,Key cast:,Jeremy Shadlow
4017,Dead-End Drive-in,1986,Key cast:,Brett Climo
4018,Dead-End Drive-in,1986,Key cast:,Ken Snodgrass
